2011-01-03,121.03
2011-01-04,121.86
2011-01-05,124.91
2011-01-06,122.38
2011-01-07,123.17
2011-01-10,124.74
2011-01-11,125.13
2011-01-12,126.2
2011-01-13,125.18
2011-01-14,125.63
2011-01-18,127.56
2011-01-19,124.18
2011-01-20,124.16
2011-01-21,125.6
2011-01-24,123.92
2011-01-25,122.64
2011-01-26,122.1
2011-01-27,116.33
2011-01-28,114.84
2011-01-31,119.36
2011-02-01,118.98
2011-02-02,121.06
2011-02-03,118.32
2011-02-04,116.84
2011-02-07,117.77
2011-02-08,117.5
2011-02-09,116.15
2011-02-10,117.75
2011-02-11,119.73
2011-02-14,121.18
2011-02-15,119.34
2011-02-16,120.51
2011-02-17,120.62
2011-02-18,120.01
2011-02-22,117.07
2011-02-23,120.93
2011-02-24,120.5
2011-02-25,123.53
2011-02-28,124.62
2011-03-01,120.86
2011-03-02,121.09
2011-03-03,124.61
2011-03-04,122.62
2011-03-07,120.97
2011-03-08,121.36
2011-03-09,120.67
2011-03-10,115.94
2011-03-11,118.82
2011-03-14,119.12
2011-03-15,117.84
2011-03-16,113.77
2011-03-17,118.11
2011-03-18,120.11
2011-03-21,125.1
2011-03-22,125.88
2011-03-23,124.53
2011-03-24,124.89
2011-03-25,125.94
2011-03-28,126.25
2011-03-29,127.94
2011-03-30,130.43
2011-03-31,130.92
2011-04-01,129.98
2011-04-04,130.3
2011-04-05,131.25
2011-04-06,129.59
2011-04-07,128.79
2011-04-08,130.16
2011-04-11,126.25
2011-04-12,122.4
2011-04-13,122.26
2011-04-14,122.41
2011-04-15,122.4
2011-04-18,120.93
2011-04-19,121.89
2011-04-20,123.91
2011-04-21,123.32
2011-04-25,122.6
2011-04-26,126.2
2011-04-27,126.92
2011-04-28,130.0
2011-04-29,133.37
2011-05-02,130.94
2011-05-03,129.15
2011-05-04,126.61
2011-05-05,122.84
2011-05-06,124.21
2011-05-09,127.33
2011-05-10,127.95
2011-05-11,123.42
2011-05-12,123.42
2011-05-13,124.25
2011-05-16,122.27
2011-05-17,121.43
2011-05-18,123.29
2011-05-19,122.85
2011-05-20,123.0
2011-05-23,121.06
2011-05-24,121.98
2011-05-25,123.93
2011-05-26,123.91
2011-05-27,123.25
2011-05-31,124.6
2011-06-01,121.02
2011-06-02,120.64
2011-06-03,119.44
2011-06-06,117.17
2011-06-07,117.9
2011-06-08,119.49
2011-06-09,120.29
2011-06-10,117.75
2011-06-13,116.15
2011-06-14,118.3
2011-06-15,116.14
2011-06-16,117.0
2011-06-17,117.16
2011-06-20,116.8
2011-06-21,119.1
2011-06-22,118.3
2011-06-23,117.41
2011-06-24,115.98
2011-06-27,116.24
2011-06-28,119.79
2011-06-29,121.09
2011-06-30,123.39
2011-07-01,123.74
2011-07-05,124.49
2011-07-06,123.71
2011-07-07,126.38
2011-07-08,125.13
2011-07-11,121.27
2011-07-12,120.93
2011-07-13,121.32
2011-07-14,119.9
2011-07-15,123.52
2011-07-18,122.83
2011-07-19,125.74
2011-07-20,125.67
2011-07-21,128.21
2011-07-22,128.47
2011-07-25,128.06
2011-07-26,127.73
2011-07-27,124.52
2011-07-28,124.63
2011-07-29,123.72
2011-08-01,124.06
2011-08-02,120.02
2011-08-03,118.45
2011-08-04,109.18
2011-08-05,106.7
2011-08-08,98.38
2011-08-09,102.13
2011-08-10,98.85
2011-08-11,103.12
2011-08-12,103.18
2011-08-15,105.42
2011-08-16,104.34
2011-08-17,104.89
2011-08-18,97.9
2011-08-19,97.03
2011-08-22,96.16
2011-08-23,100.26
2011-08-24,100.46
2011-08-25,98.98
2011-08-26,100.29
2011-08-29,103.24
2011-08-30,102.69
2011-08-31,103.07
2011-09-01,101.77
2011-09-02,98.65
2011-09-06,95.51
2011-09-07,99.62
2011-09-08,98.22
2011-09-09,95.12
2011-09-12,94.65
2011-09-13,93.49
2011-09-14,94.41
2011-09-15,97.81
2011-09-16,98.2
2011-09-19,95.69
2011-09-20,94.52
2011-09-21,91.35
2011-09-22,83.69
2011-09-23,82.73
2011-09-26,85.56
2011-09-27,85.86
2011-09-28,82.57
2011-09-29,82.88
2011-09-30,80.24
2011-10-03,76.5
2011-10-04,78.82
2011-10-05,82.9
2011-10-06,86.23
2011-10-07,84.84
2011-10-10,88.58
2011-10-11,86.98
2011-10-12,87.93
2011-10-13,87.11
2011-10-14,91.36
2011-10-17,87.93
2011-10-18,90.41
2011-10-19,90.16
2011-10-20,91.29
2011-10-21,94.73
2011-10-24,97.27
2011-10-25,94.53
2011-10-26,97.36
2011-10-27,101.91
2011-10-28,104.99
2011-10-31,99.63
2011-11-01,94.13
2011-11-02,98.36
2011-11-03,101.6
2011-11-04,100.2
2011-11-07,101.47
2011-11-08,104.63
2011-11-09,99.78
2011-11-10,101.54
2011-11-11,104.71
2011-11-14,103.12
2011-11-15,103.43
2011-11-16,102.54
2011-11-17,98.0
2011-11-18,98.56
2011-11-21,95.41
2011-11-22,92.47
2011-11-23,88.14
2011-11-25,86.83
2011-11-28,90.87
2011-11-29,92.96
2011-11-30,99.44
2011-12-01,98.48
2011-12-02,96.47
2011-12-05,96.91
2011-12-06,97.38
2011-12-07,97.27
2011-12-08,93.72
2011-12-09,97.48
2011-12-12,93.94
2011-12-13,92.33
2011-12-14,87.69
2011-12-15,88.15
2011-12-16,88.74
2011-12-19,85.76
2011-12-20,88.46
2011-12-21,89.63
2011-12-22,90.61
2011-12-23,91.17
2011-12-27,90.76
2011-12-28,88.52
2011-12-29,89.98
2011-12-30,90.58
2012-01-03,95.93
2012-01-04,96.42
2012-01-05,97.17
2012-01-06,97.04
2012-01-09,98.84
2012-01-10,98.09
2012-01-11,96.24
2012-01-12,94.3
2012-01-13,92.84
2012-01-17,94.67
2012-01-18,95.43
2012-01-19,97.16
2012-01-20,96.8
2012-01-23,98.38
2012-01-24,97.71
2012-01-25,99.83
2012-01-26,97.91
2012-01-27,98.0
2012-01-30,98.86
2012-01-31,98.88
2012-02-01,99.41
