2001-07-02,5.36
2001-07-03,5.36
2001-07-05,5.21
2001-07-06,5.2
2001-07-09,5.36
2001-07-10,5.77
2001-07-11,5.94
2001-07-12,5.95
2001-07-13,5.94
2001-07-16,5.84
2001-07-17,6.12
2001-07-18,6.29
2001-07-19,6.38
2001-07-20,6.32
2001-07-23,6.01
2001-07-24,5.95
2001-07-25,5.9
2001-07-26,5.85
2001-07-27,6.05
2001-07-30,5.25
2001-07-31,5.38
2001-08-01,5.5
2001-08-02,5.44
2001-08-03,5.46
2001-08-06,5.48
2001-08-07,5.49
2001-08-08,5.48
2001-08-09,5.54
2001-08-10,5.46
2001-08-13,5.51
2001-08-14,5.56
2001-08-15,5.6
2001-08-16,5.64
2001-08-17,5.9
2001-08-20,5.93
2001-08-21,6.01
2001-08-22,5.89
2001-08-23,6.04
2001-08-24,6.26
2001-08-27,6.17
2001-08-28,6.2
2001-08-29,6.2
2001-08-30,6.12
2001-08-31,6.19
2001-09-04,6.02
2001-09-05,6.12
2001-09-06,6.01
2001-09-07,6.04
2001-09-10,5.98
2001-09-17,5.66
2001-09-18,5.75
2001-09-19,5.82
2001-09-20,5.91
2001-09-21,5.98
2001-09-24,5.74
2001-09-25,5.35
2001-09-26,5.37
2001-09-27,5.28
2001-09-28,5.5
2001-10-01,5.26
2001-10-02,5.31
2001-10-03,5.31
2001-10-04,5.14
2001-10-05,5.22
2001-10-08,4.94
2001-10-09,4.84
2001-10-10,4.96
2001-10-11,4.75
2001-10-12,5.0
2001-10-15,5.02
2001-10-16,5.39
2001-10-17,5.14
2001-10-18,5.08
2001-10-19,5.0
2001-10-22,5.0
2001-10-23,5.25
2001-10-24,5.38
2001-10-25,5.42
2001-10-26,5.3
2001-10-29,5.07
2001-10-30,5.11
2001-10-31,5.55
2001-11-01,5.57
2001-11-02,5.54
2001-11-05,5.54
2001-11-06,5.6
2001-11-07,5.64
2001-11-08,5.76
2001-11-09,6.01
2001-11-12,5.88
2001-11-13,5.65
2001-11-14,6.06
2001-11-15,5.96
2001-11-16,5.78
2001-11-19,5.9
2001-11-20,5.82
2001-11-21,5.9
2001-11-23,5.81
2001-11-26,5.9
2001-11-27,6.17
2001-11-28,6.36
2001-11-29,6.28
2001-11-30,6.68
2001-12-03,6.66
2001-12-04,6.9
2001-12-05,7.02
2001-12-06,6.96
2001-12-07,6.9
2001-12-10,6.55
2001-12-11,6.5
2001-12-12,6.5
2001-12-13,6.24
2001-12-14,6.38
2001-12-17,6.11
2001-12-18,6.56
2001-12-19,6.28
2001-12-20,6.58
2001-12-21,6.25
2001-12-24,6.36
2001-12-26,6.48
2001-12-27,6.5
2001-12-28,6.48
2001-12-31,6.7
2002-01-02,6.64
2002-01-03,6.59
2002-01-04,6.62
2002-01-07,6.88
2002-01-08,6.68
2002-01-09,6.92
2002-01-10,6.8
2002-01-11,6.84
2002-01-14,6.77
2002-01-15,6.87
2002-01-16,6.72
2002-01-17,6.74
2002-01-18,6.8
2002-01-22,6.82
2002-01-23,6.96
2002-01-24,7.08
2002-01-25,7.4
2002-01-28,7.22
2002-01-29,7.52
2002-01-30,7.52
2002-01-31,7.78
2002-02-01,7.92
2002-02-04,7.76
2002-02-05,7.74
2002-02-06,7.7
2002-02-07,7.66
